property_type,society,sector,price_per_sqft,bedRoom,bathroom,balcony,floorNum,agePossession,Price_in_Crore,built_up_area,study room,servant room,store room,pooja room,others,furnishing_type,luxury_score,luxury_score_bin
flat,mapsko royale ville,sector 82,7176.0,3.0,5,3+,10.0,Relatively New,1.22,2000.0,0,1,0,1,0,2,76,"[50, 100)"
flat,godrej habitat,sector 3,10407.0,2.0,2,2,14.0,Under Construction,1.1,1056.58,0,0,0,0,0,0,60,"[50, 100)"
flat,ats marigold,ats marigold,9143.0,3.0,3,3,4.0,New Property,1.6,1750.0,0,0,0,0,0,0,33,"[0, 50)"
house,independent,sector 23,2448.275862068966,2.0,5,2,3.0,Old Property,0.35500000000000004,1450.0,0,0,0,0,0,2,17,"[0, 50)"
flat,the castle society,sector 56,8696.0,4.0,4,2,4.0,Under Construction,2.0,2300.0,0,0,0,0,0,0,0,"[0, 50)"
flat,bestech park view sanskruti,sector 92,7547.0,3.0,3,3,10.0,Relatively New,1.6,1648.0,0,1,0,0,0,2,60,"[50, 100)"
house,palam vihar extension west zone rwa,sector 2,17207.58069292271,2.0,2,0,1.0,New Property,1.0565454545454545,614.0,0,0,0,0,0,0,0,"[0, 50)"
house,unitech palms south city 1,sector 41,4100.0,10.0,10,3+,4.0,Moderately Old,3.075,7500.0,1,1,0,0,0,2,70,"[50, 100)"
flat,emaar imperial gardens,sector 102,9900.0,3.0,3,3+,9.0,Relatively New,1.98,2273.0,0,1,0,0,0,2,72,"[50, 100)"
flat,godrej air,sector 85,10005.0,3.0,3,3+,18.0,Under Construction,1.83,2078.0,0,0,0,0,0,0,110,"[100, 150)"
flat,tulip violet,sector 69,9459.0,3.0,4,2,0.0,Relatively New,1.75,2102.0,0,0,0,0,0,2,174,"[150, 200)"
flat,emaar gurgaon greens,sector 102,9030.0,3.0,3,3,10.0,Relatively New,1.49,1162.0,0,0,0,0,0,2,159,"[150, 200)"
flat,emaar mgf the palm drive,sector 66,15909.0,3.0,3,3,7.0,Moderately Old,3.5,2125.0,0,1,1,0,0,2,149,"[100, 150)"
flat,afnhb jalvayu vihar,sector 30,12859.0,2.0,2,1,2.0,Old Property,0.85,751.0,0,0,0,0,1,2,49,"[0, 50)"
flat,suposhaa smartworld orchard,sector 61,14526.0,3.0,3,2,3.0,Under Construction,2.25,1760.0,0,0,0,0,0,0,0,"[0, 50)"
house,independent,sector 55,11525.18978605935,4.0,4,3+,2.0,Old Property,1.67,1449.0,0,0,0,0,0,2,27,"[0, 50)"
flat,green court,sector 90,8333.0,2.0,2,1,8.0,New Property,0.5,682.0,0,0,0,0,0,0,42,"[0, 50)"
flat,emaar gurgaon greens,sector 102,8182.0,3.0,3,3,9.0,Relatively New,1.35,1162.0,0,1,0,0,0,0,100,"[100, 150)"
flat,saroop garden,saroop garden sector 105,2638.0,2.0,2,1,1.0,New Property,0.95,4091.0,0,0,0,0,1,0,0,"[0, 50)"
flat,krrish florence estate,sector 70,5601.0,3.0,3,3,17.0,Under Construction,1.3,1865.0,0,0,0,0,0,2,61,"[50, 100)"
flat,sare crescent parc royal greens phase 1,sector 92,6086.0,3.0,2,2,15.0,New Property,0.79,1298.0,0,0,0,0,0,0,25,"[0, 50)"
house,independent,sector 43,178119.31243680484,5.0,4,3+,3.0,Moderately Old,3.829565217391304,215.0,0,1,0,1,0,2,54,"[50, 100)"
flat,swarn jayanti cghs,sector 54,7609.0,4.0,3,3+,3.0,Old Property,1.75,1900.0,0,0,0,0,1,2,26,"[0, 50)"
flat,umang winter hills,sector 77,6408.0,2.0,2,2,16.0,New Property,0.86,1342.0,0,0,0,0,0,2,79,"[50, 100)"
flat,bestech park view grand spa,sector 81,8459.0,3.0,4,3+,8.0,Relatively New,2.25,2300.0,1,1,1,0,0,2,122,"[100, 150)"
flat,la vida by tata housing,sector 113,16750.0,3.0,4,3+,12.0,New Property,3.35,2200.0,1,1,0,0,0,0,174,"[150, 200)"
house,malibu towne,sector 47,5812.75720164609,8.0,6,3+,3.0,Moderately Old,1.8833333333333333,3240.0,1,1,0,0,1,2,27,"[0, 50)"
flat,godrej nature plus,sector 33,10197.0,2.0,2,3+,2.0,Under Construction,1.5,1574.0,0,0,0,0,0,0,87,"[50, 100)"
flat,dlf the ultima,sector 81,10937.0,3.0,3,3+,19.0,Relatively New,2.3,1617.0,1,1,0,1,1,1,49,"[0, 50)"
flat,ats triumph,sector 104,8254.0,4.0,4,3+,12.0,Relatively New,2.6,3150.0,0,1,0,0,0,0,118,"[100, 150)"
flat,mahindra luminare,sector 59,18182.0,3.0,3,1,26.0,Under Construction,5.5,3025.0,0,1,0,0,0,0,24,"[0, 50)"
flat,ss residency,adarsh nagar,4818.0,3.0,3,2,2.0,Relatively New,0.53,1100.0,0,0,0,0,0,2,14,"[0, 50)"
flat,emaar mgf emerald floors premier,sector 65,14242.0,3.0,3,3,3.0,Relatively New,2.35,1875.0,1,1,0,0,0,2,124,"[100, 150)"
flat,ramprastha primera,sector 37d,6111.0,3.0,3,3,6.0,Relatively New,1.1,1700.0,0,0,0,0,0,0,149,"[100, 150)"
flat,pivotal devaan,sector 84,6346.0,2.0,2,1,5.0,Relatively New,0.37,549.0,0,0,0,0,0,0,73,"[50, 100)"
flat,experion the heartsong,sector 108,6078.0,2.0,3,3,10.0,Relatively New,0.93,1283.0,0,0,0,0,0,0,81,"[50, 100)"
flat,bptp freedom park life,sector 57,11111.0,3.0,3,3,9.0,Moderately Old,2.5,2250.0,0,0,0,0,0,0,55,"[50, 100)"
flat,rof aalayas,sector 102,8411.0,2.0,2,1,14.0,Relatively New,0.45,608.0,0,0,0,0,0,1,57,"[50, 100)"
flat,pooja apartment,sector 3 phase 3 extension,3571.0,2.0,2,2,2.0,Relatively New,0.25,795.0,0,0,0,0,0,0,0,"[0, 50)"
flat,mapsko mount ville,sector 79,8389.0,3.0,3,3,18.0,Relatively New,1.25,1058.0,1,0,0,0,0,2,102,"[100, 150)"
flat,smart world gems,sector 89,8160.0,2.0,2,2,2.0,New Property,0.9,1103.0,1,0,0,0,1,0,44,"[0, 50)"
house,independent,sector 2,2860.940846318588,6.0,6,2,1.0,Moderately Old,1.0565454545454545,3693.0,0,0,0,0,0,0,0,"[0, 50)"
flat,mapsko mount ville,sector 79,8054.0,3.0,3,3,24.0,Relatively New,1.2,1490.0,0,0,0,0,0,2,8,"[0, 50)"
house,independent,sector 38,23333.333333333332,2.0,7,3+,3.0,Relatively New,2.1,900.0,1,0,1,1,0,0,27,"[0, 50)"
flat,hero homes,dwarka expressway,7824.0,3.0,3,3,1.0,New Property,1.6,1689.0,0,0,0,0,0,0,49,"[0, 50)"
flat,piedmont taksila heights,sector 37c,5856.0,3.0,3,3,9.0,Moderately Old,0.9,1537.0,0,0,0,0,0,2,94,"[50, 100)"
flat,parkwood westend,sector 92,5204.0,2.0,2,3,5.0,Under Construction,0.7,1345.0,1,0,0,0,0,0,0,"[0, 50)"
flat,indiabulls centrum park,sector 103,8522.0,4.0,4,3,11.0,Relatively New,2.45,2875.0,1,1,1,1,0,0,38,"[0, 50)"
house,vipul tatvam villa,sector 48,38296.2962962963,5.0,6,3,3.0,Moderately Old,3.82962962962963,1000.0,0,1,0,0,0,0,54,"[50, 100)"
flat,bestech park view city,sector 48,9910.0,3.0,3,3+,9.0,Moderately Old,1.76,1576.0,0,1,0,1,0,2,158,"[150, 200)"
flat,bptp terra,sector 37d,8791.0,3.0,3,2,15.0,Relatively New,1.65,1877.0,0,0,0,0,0,0,116,"[100, 150)"
flat,signature global solera,sector 107,5675.0,2.0,2,2,11.0,Relatively New,0.2775,556.0,0,0,0,0,0,0,29,"[0, 50)"
flat,umang monsoon breeze,sector 78,4615.0,3.0,3,2,1.0,Moderately Old,0.9,1900.0,0,1,0,1,0,0,65,"[50, 100)"
flat,signature global city,sector 37d,6083.0,3.0,3,3,4.0,Under Construction,1.25,2335.0,0,0,0,0,0,0,16,"[0, 50)"
flat,vidya apartment,sector 3 phase 3 extension,4207.0,2.0,2,1,1.0,Relatively New,0.22,570.0,0,0,0,0,1,1,36,"[0, 50)"
flat,adani m2k oyster grande,sector 102,9529.0,3.0,4,3,17.0,Relatively New,1.8,1889.0,0,1,0,0,0,0,49,"[0, 50)"
flat,m3m merlin,sector 67,14167.0,3.0,3,3,0.0,Relatively New,2.9,2047.0,0,0,0,0,1,2,49,"[0, 50)"
flat,sobha city,sector 108,23402.0,4.0,5,3,25.0,New Property,4.1,2343.0,1,1,0,0,0,1,97,"[50, 100)"
flat,la vida by tata housing,sector 113,11051.0,3.0,3,3+,3.0,Relatively New,2.45,1890.0,1,0,0,0,0,0,174,"[150, 200)"
flat,godrej oasis,sector 88a,8108.0,3.0,3,3+,11.0,New Property,1.5,1850.0,0,0,0,0,0,0,39,"[0, 50)"
flat,pivotal devaan,sector 84,7033.0,2.0,2,2,10.0,New Property,0.41,565.0,0,0,0,0,0,2,23,"[0, 50)"
house,independent,sector 53,22773.36860670194,5.0,5,3+,1.0,Moderately Old,6.025833333333334,2646.0,0,0,0,0,0,2,0,"[0, 50)"
flat,hcbs sports ville,sector-35 sohna road,3600.0,2.0,2,2,2.0,New Property,0.27,682.0,0,0,0,0,0,0,68,"[50, 100)"
flat,raheja maheshwara,sohna road,4368.0,2.0,2,2,11.0,Under Construction,0.48,1099.0,0,0,0,0,0,0,45,"[0, 50)"
house,ansals palam vihar,sector 2,2641.363636363636,6.0,4,0,3.0,Moderately Old,1.0565454545454545,4000.0,0,0,0,0,0,0,0,"[0, 50)"
flat,la vida by tata housing,sector 113,12855.0,3.0,3,3+,10.0,New Property,2.85,2217.0,0,1,0,0,0,0,72,"[50, 100)"
house,independent,sector 4,6732.510288065843,2.0,3,1,2.0,Moderately Old,0.45444444444444443,675.0,0,0,0,0,0,0,0,"[0, 50)"
flat,shree vardhman victoria,sector 70,8974.0,3.0,5,0,0.0,Relatively New,1.75,1950.0,0,0,0,0,0,0,47,"[0, 50)"
flat,vatika city,sector 49,11921.0,4.0,5,3,7.0,Moderately Old,3.6,3432.0,0,1,0,1,0,1,15,"[0, 50)"
flat,rof aalayas,sector 102,6000.0,1.0,1,2,6.0,Relatively New,0.45,750.0,0,0,0,0,0,0,0,"[0, 50)"
flat,dlf beverly park,sector 25,15385.0,5.0,5,3+,2.0,Old Property,8.0,5909.0,1,1,0,1,1,1,26,"[0, 50)"
flat,sidhartha ncr one phase,sector 95,4106.0,2.0,2,2,10.0,Relatively New,0.56,1364.0,0,0,0,0,0,2,60,"[50, 100)"
flat,smart world gems,sector 89,9136.0,3.0,3,2,2.0,New Property,1.3,1617.0,1,0,0,0,0,0,44,"[0, 50)"
flat,emaar palm gardens,sector 83,8140.0,3.0,3,3,2.0,Relatively New,1.4,1245.0,1,1,1,1,0,2,174,"[150, 200)"
flat,umang monsoon breeze,sector 78,5491.0,3.0,3,2,9.0,Relatively New,0.95,1730.0,0,0,0,0,0,2,65,"[50, 100)"
flat,signature andour heights,sector 71,8222.0,1.0,1,2,2.0,Relatively New,0.37,450.0,0,0,0,0,0,0,65,"[50, 100)"
flat,signature global solera,sector 107,7752.0,3.0,2,2,6.0,Relatively New,0.5,733.0,0,0,0,0,1,0,15,"[0, 50)"
flat,tashee capital gateway,sector 111,6500.0,2.0,2,1,4.0,Under Construction,0.9607,1478.0,1,0,0,0,0,0,53,"[50, 100)"
flat,tulsiani easy in homes,sohna road,7921.0,2.0,2,3,9.0,Under Construction,0.4,574.0,0,0,0,0,0,0,36,"[0, 50)"
flat,the penthouses at the hibiscus,sector 50,8500.0,4.0,4,3,9.0,Moderately Old,8.5,11364.0,0,1,0,0,0,0,35,"[0, 50)"
flat,emaar mgf emerald floors premier,sector 65,14242.0,3.0,3,2,4.0,Relatively New,2.35,1650.0,1,1,0,0,0,0,165,"[150, 200)"
flat,emaar mgf emerald floors premier,sector 65,16061.0,3.0,3,3,5.0,Relatively New,2.65,1650.0,1,1,0,0,0,0,37,"[0, 50)"
flat,ireo the grand arch,sector 58,16934.0,4.0,5,3,23.0,Relatively New,4.85,3255.0,1,1,0,1,1,2,49,"[0, 50)"
flat,gls arawali homes,sohna road,5291.0,2.0,2,0,10.0,Relatively New,0.3,567.0,0,0,0,0,0,0,0,"[0, 50)"
flat,puri emerald bay,sector 104,8824.0,2.0,3,3,23.0,New Property,1.8,1700.0,0,1,0,0,0,0,36,"[0, 50)"
flat,emaar mgf emerald floors premier,sector 65,14025.0,4.0,4,3+,3.0,Relatively New,2.77,2244.0,1,1,0,0,0,1,174,"[150, 200)"
flat,dlf the ultima,sector 81,11185.0,3.0,4,3+,14.0,Relatively New,2.34,1760.0,0,1,0,0,0,1,174,"[150, 200)"
house,independent,"laxmna vihar, phase 2",37237.43676159074,1.0,1,1,1.0,Relatively New,1.7596,472.53521,0,0,0,0,1,0,23,"[0, 50)"
flat,tata primanti,sector 72,11427.0,4.0,5,3+,16.0,Relatively New,3.5,2625.0,0,1,0,0,1,0,31,"[0, 50)"
house,ansal florence super,sector 57,77859.2375366569,3.0,4,3,2.0,Moderately Old,2.6550000000000002,341.0,1,1,1,0,0,2,38,"[0, 50)"
house,independent,ansal's sector 2,33838.46153846154,4.0,4,3+,4.0,Old Property,1.7596,520.0,1,1,0,0,0,1,15,"[0, 50)"
flat,shapoorji pallonji joyville gurugram,sector 102,10492.0,2.0,2,2,10.0,Relatively New,0.96,915.0,0,0,0,0,0,0,132,"[100, 150)"
flat,emaar mgf the enclave,sector 66,10556.0,3.0,4,2,8.0,Relatively New,1.9,1850.0,0,1,0,0,0,2,174,"[150, 200)"
house,independent,sector 7,9563.636363636364,3.0,1,1,3.0,Relatively New,0.526,550.0,0,0,0,0,1,0,22,"[0, 50)"
house,independent,bhora kalan,26068.14814814815,2.0,1,0,1.0,Old Property,1.7596,675.0,0,0,0,0,0,0,0,"[0, 50)"
flat,bestech park view grand spa,sector 81,6786.0,4.0,4,3+,19.0,Relatively New,4.7,6926.0,0,1,0,0,0,2,140,"[100, 150)"
flat,antriksh heights,sector 84,4869.0,4.0,4,3+,11.0,Relatively New,1.02,2095.0,0,1,0,1,0,0,99,"[50, 100)"
house,sector-17c,sector 17c,10182.87037037037,5.0,5,2,2.0,Old Property,1.7596,1728.0,0,0,1,0,0,2,29,"[0, 50)"
house,vatika the seven lamps,sector 82,4705.221150648486,4.0,4,3+,16.0,Moderately Old,1.141016129032258,2425.0,0,1,0,0,0,0,94,"[50, 100)"
flat,indiabulls enigma,sector 110,9851.0,4.0,5,3,7.0,Relatively New,3.3,3350.0,0,1,0,0,0,0,101,"[100, 150)"
flat,uphar lakshya homes,sector 105,4200.0,3.0,2,1,1.0,Relatively New,0.42,1136.0,0,0,0,0,0,0,7,"[0, 50)"
flat,experion the heartsong,sector 108,6826.0,3.0,3,3+,10.0,Relatively New,1.2,1275.53,1,0,0,0,0,0,93,"[50, 100)"
flat,ireo victory valley,sector 67,12110.0,3.0,3,3+,14.0,Moderately Old,2.95,2236.0,0,1,0,1,0,2,165,"[150, 200)"
flat,m3m soulitude,sector 89,9066.0,2.0,2,2,2.0,New Property,1.0,1253.0,1,0,0,0,0,0,49,"[0, 50)"
flat,dlf park place,sector 54,24689.0,3.0,4,3,12.0,Relatively New,5.75,2329.0,0,1,0,0,0,1,174,"[150, 200)"
flat,sare green parc phase 3,sector 92,6875.0,4.0,3,2,12.0,New Property,1.1,1818.0,0,0,0,0,0,0,15,"[0, 50)"
house,independent,sector 26,9775.555555555555,5.0,5,3+,2.0,Old Property,1.7596,1800.0,1,1,1,1,0,0,53,"[50, 100)"
flat,cghs hewo apartments,sector 31,11574.0,2.0,2,2,2.0,Old Property,1.25,1227.0,0,0,0,0,0,0,28,"[0, 50)"
flat,dlf new town heights,sector 90,5959.0,3.0,3,3+,9.0,Relatively New,1.15,1930.0,0,1,0,1,0,0,88,"[50, 100)"
flat,central park flower valley,sector 33,10476.0,3.0,3,3,12.0,New Property,2.2,2100.0,0,1,0,0,0,2,49,"[0, 50)"
flat,pyramid urban homes 2,sector 86,8319.0,2.0,2,1,2.0,Relatively New,0.5,683.0,0,0,0,0,0,0,35,"[0, 50)"
house,independent,sohna road,5331.618832737401,2.0,3,2,1.0,New Property,0.5614194630872483,1053.0,1,0,0,1,0,2,49,"[0, 50)"
flat,breez global heights,sohna road,7143.0,1.0,1,1,4.0,New Property,0.285,453.0,0,0,0,0,0,1,26,"[0, 50)"
flat,mapsko mount ville,sector 79,9640.0,3.0,4,3,21.0,New Property,1.85,1815.0,0,1,0,1,0,0,49,"[0, 50)"
flat,eldeco accolade,sohna road,5736.0,2.0,2,3,8.0,Relatively New,0.725,1436.0,0,0,0,0,0,0,153,"[150, 200)"
flat,palam vihar society,sector 2,8602.0,1.0,1,1,5.0,Moderately Old,0.4,450.0,0,0,0,0,0,2,39,"[0, 50)"
flat,orchid petals,sector 49,11498.0,3.0,4,3,1.0,Relatively New,2.38,2061.0,1,0,0,0,0,0,49,"[0, 50)"
flat,m3m merlin,sector 67,14656.0,3.0,3,3+,4.0,Relatively New,3.0,2047.0,0,0,1,0,0,2,174,"[150, 200)"
house,suncity essel towers,sector 28,10231.040564373898,4.0,4,3+,3.0,Old Property,2.762380952380952,2700.0,1,0,0,0,0,2,89,"[50, 100)"
house,independent,sector 14,11653.333333333334,1.0,1,0,1.0,Old Property,2.622,2250.0,0,0,0,0,0,0,0,"[0, 50)"
flat,ss almeria,sector 84,7500.0,3.0,3,3,2.0,New Property,1.5,1932.0,0,1,0,0,0,0,108,"[100, 150)"
flat,vatika emilia floors,sector 83,6190.0,2.0,2,2,1.0,Relatively New,0.65,950.0,0,0,0,0,0,2,174,"[150, 200)"
flat,pareena mi casa,sector 68,7390.0,2.0,2,3,5.0,Under Construction,0.92,1245.0,0,0,0,0,1,0,50,"[50, 100)"
flat,new sathi apartments,sector 54,7067.0,3.0,3,3+,3.0,Moderately Old,1.59,2250.0,1,0,0,0,0,2,127,"[100, 150)"
flat,birla navya,sector 63a,16667.0,2.0,2,2,2.0,Under Construction,2.1,1432.0,0,0,0,0,0,0,38,"[0, 50)"
flat,orris carnation residency,sector 85,4857.0,3.0,4,3,4.0,Relatively New,0.799,1390.0,0,1,0,0,0,2,40,"[0, 50)"
flat,signature global orchard avenue,sector 93,6710.0,2.0,2,2,6.0,Relatively New,0.365,618.0,0,0,0,0,0,0,16,"[0, 50)"
flat,supertech hues,sector 68,6949.0,2.0,2,3+,21.0,Under Construction,0.82,1180.0,0,0,0,0,1,0,72,"[50, 100)"
flat,tulip violet,sector 69,8973.0,3.0,3,1,12.0,Relatively New,1.38,1538.0,0,0,0,0,0,0,157,"[150, 200)"
flat,tulip violet,sector 69,8286.0,3.0,3,1,12.0,Relatively New,1.3,1568.0,0,0,0,1,0,0,86,"[50, 100)"
house,independent,sector 26,117306.66666666667,4.0,4,3,3.0,Old Property,1.7596,150.0,0,0,0,0,0,0,25,"[0, 50)"
flat,smart world orchard,sector 61,15796.0,3.0,3,3,3.0,New Property,2.45,1067.0,1,1,0,0,0,0,119,"[100, 150)"
house,anshul,sector 6,3893.333333333333,2.0,2,0,4.0,Moderately Old,0.48666666666666664,1250.0,0,0,0,0,0,0,0,"[0, 50)"
flat,suncity vatsal valley,gwal pahari,10699.0,3.0,3,3,2.0,New Property,1.53,1625.0,0,0,0,0,0,2,117,"[100, 150)"
flat,shree vardhman victoria,sector 70,9231.0,3.0,5,3,0.0,New Property,1.8,2216.0,0,0,0,0,0,0,72,"[50, 100)"
house,independent,sector 43,30833.858433102287,1.0,1,0,1.0,Old Property,3.829565217391304,1242.0,0,0,0,0,0,0,9,"[0, 50)"
house,emaar mgf marbella,sector 66,4281.263592316485,5.0,6,3+,3.0,Relatively New,2.9189655172413795,6818.0,0,1,1,1,0,2,110,"[100, 150)"
flat,paras dews,sector 106,6001.0,3.0,4,3+,12.0,Under Construction,1.4,1760.0,1,1,0,0,1,0,55,"[50, 100)"
flat,tulip purple,sector 69,10833.0,4.0,4,3+,4.0,Moderately Old,2.6,2400.0,0,1,0,0,0,0,37,"[0, 50)"
flat,corona optus,sector 37c,6916.0,3.0,4,3,8.0,Relatively New,1.2,1635.0,0,0,0,0,0,0,149,"[100, 150)"
flat,mapsko casa bella,sector 82,8120.0,3.0,3,3,5.0,Moderately Old,0.8575,1200.0,1,0,0,0,0,2,120,"[100, 150)"
flat,signature global solera,sector 107,5624.0,2.0,2,2,14.0,Relatively New,0.275,556.0,0,0,0,0,0,0,38,"[0, 50)"
flat,raheja vedaanta,sector 108,4667.0,2.0,2,1,10.0,Moderately Old,0.7,1468.0,0,0,0,0,0,0,0,"[0, 50)"
house,spaze privy,sector 72,10670.681631535725,5.0,5,3+,21.0,Relatively New,3.898,3653.0,0,0,0,0,0,0,0,"[0, 50)"
flat,abhinav group housing society,bhawani enclave,6111.0,3.0,2,3,5.0,Old Property,1.1,2045.0,0,0,0,0,0,0,42,"[0, 50)"
flat,m3m crown,sector 111,17000.0,4.0,4,3+,8.0,Under Construction,4.67,3125.0,0,0,0,0,0,0,73,"[50, 100)"
flat,hero homes,sector 104,11249.0,3.0,3,3,16.0,Under Construction,1.9,1230.0,0,0,0,1,0,2,103,"[100, 150)"
flat,sanskriti apartments,sector 43,13514.0,3.0,2,3,5.0,Old Property,2.5,1850.0,1,0,0,0,0,0,0,"[0, 50)"
flat,m3m woodshire,sector 107,5857.0,2.0,2,3+,14.0,New Property,0.8,1366.0,0,0,0,0,0,0,67,"[50, 100)"
flat,signature global synera,sector 81,8451.0,2.0,2,1,7.0,Relatively New,0.48,645.0,0,0,0,0,0,2,70,"[50, 100)"
flat,ats triumph,sector 104,8000.0,4.0,4,3+,19.0,Relatively New,2.52,2800.0,0,1,1,0,0,2,156,"[150, 200)"
flat,emaar mgf emerald floors premier,sector 65,14303.0,3.0,3,3,0.0,Relatively New,2.36,1650.0,1,1,0,0,0,2,159,"[150, 200)"
flat,shree vardhman flora,sector 90,4815.0,2.0,2,3,10.0,Moderately Old,0.65,1350.0,1,0,0,0,0,2,83,"[50, 100)"
flat,tulip violet,sector 69,8350.0,4.0,4,2,1.0,Relatively New,1.68,2010.0,0,0,0,1,0,0,102,"[100, 150)"
flat,godrej nature plus,sector 33,10503.0,3.0,2,2,18.0,Under Construction,1.67,1899.0,0,0,0,0,0,0,67,"[50, 100)"
flat,tulip violet,sector 69,8413.0,3.0,3,1,12.0,Relatively New,1.32,1568.0,0,0,0,1,0,0,86,"[50, 100)"
flat,orchid petals,sector 49,12319.0,3.0,4,3,8.0,Relatively New,2.55,2060.0,1,0,0,0,0,2,49,"[0, 50)"
flat,ansals api esencia,golf course ext road,8000.0,4.0,4,3+,1.0,New Property,2.4,2500.0,0,0,0,0,0,2,91,"[50, 100)"
flat,sare homes,sector 92,6200.0,4.0,3,0,16.0,Under Construction,1.25,2040.0,0,0,0,0,0,0,49,"[0, 50)"
flat,pareena laxmi apartments,sector 99a,5425.0,2.0,1,2,5.0,New Property,0.3,534.0,0,0,0,0,0,0,66,"[50, 100)"
house,independent,sector 7,3652.777777777778,2.0,2,2,2.0,Old Property,0.526,1440.0,0,0,0,0,0,0,0,"[0, 50)"
house,independent,rosewood,9261.052631578947,3.0,3,3,2.0,Moderately Old,1.7596,1900.0,0,0,1,0,0,2,81,"[50, 100)"
flat,godrej frontier,sector 80,6189.0,3.0,4,2,6.0,Moderately Old,1.4,1922.0,0,1,0,1,0,0,111,"[100, 150)"
flat,vatika gurgaon,sector 83,6024.0,2.0,2,2,19.0,Relatively New,0.75,1150.0,0,0,0,0,1,2,105,"[100, 150)"
flat,paras dews,sector 106,9735.0,3.0,4,3+,8.0,Relatively New,1.1,1186.0,0,1,0,0,0,2,174,"[150, 200)"
flat,vatika the seven lamps,sector 82,5979.0,2.0,2,2,9.0,Relatively New,0.855,1430.0,1,0,0,0,0,0,117,"[100, 150)"
flat,bestech park view ananda,sector 81,6618.0,2.0,2,3,8.0,New Property,0.9,1360.0,0,0,0,0,1,0,60,"[50, 100)"
flat,emaar mgf palm terraces select,sector 66,14108.0,4.0,4,3+,2.0,Relatively New,3.4,2210.0,0,1,0,0,0,2,157,"[150, 200)"
flat,vipul lavanya,sector 81,6667.0,2.0,2,1,0.0,Under Construction,0.6,900.0,0,0,0,0,0,0,0,"[0, 50)"
flat,bestech park view ananda,sector 81,7952.0,2.0,2,3,8.0,Relatively New,0.8698999999999999,1300.0,0,0,0,0,0,0,95,"[50, 100)"
flat,ireo skyon,sector 60,15531.0,2.0,2,2,2.0,Relatively New,2.12,1350.0,0,0,0,1,0,2,174,"[150, 200)"
house,independent,om nagar,19551.11111111111,2.0,4,0,2.0,Old Property,1.7596,900.0,0,0,0,0,0,0,0,"[0, 50)"
house,independent,sector 9,33333.333333333336,2.0,2,1,2.0,Old Property,1.2,360.0,0,0,0,0,0,0,0,"[0, 50)"
flat,shapoorji pallonji joyville gurugram,sector 102,9934.0,2.0,2,2,9.0,Relatively New,1.35,1359.0,0,0,0,0,0,0,100,"[100, 150)"
flat,signature global city 63a,sector 63a,14776.0,2.0,2,2,2.0,Under Construction,1.55,1193.0,0,0,0,0,0,0,0,"[0, 50)"
flat,microtek greenburg,sector 86,15294.0,2.0,3,3,5.0,Relatively New,1.3,966.0,1,0,0,0,0,2,45,"[0, 50)"
house,independent,baldev nagar,19551.11111111111,2.0,2,0,1.0,Moderately Old,1.7596,900.0,0,0,0,0,0,0,0,"[0, 50)"
flat,tarc maceo,sector 91,7759.0,4.0,3,3+,0.0,Relatively New,1.8,2636.0,1,0,0,1,0,1,45,"[0, 50)"
flat,signature the roselia,sector 95,7293.0,2.0,2,2,12.0,New Property,0.415,670.0,0,0,0,0,0,2,93,"[50, 100)"
flat,cghs agrim apartment,kanahi,8514.0,3.0,2,3+,1.0,Old Property,1.49,1989.0,0,0,0,0,0,1,68,"[50, 100)"
house,uppal southend,sector 49,16637.127925471483,2.0,6,3,3.0,Moderately Old,2.4406666666666665,1467.0,0,0,0,0,1,0,49,"[0, 50)"
house,independent,sector 8,19315.03841931943,2.0,4,0,2.0,Moderately Old,1.7596,911.0,0,0,0,0,0,0,0,"[0, 50)"
flat,ireo victory valley,sector 67,12650.0,3.0,3,3+,21.0,Relatively New,3.05,2411.0,0,1,0,0,0,2,157,"[150, 200)"
flat,dlf regency park,sector 28,14516.0,3.0,3,2,16.0,Old Property,2.25,1700.0,0,1,0,0,0,0,89,"[50, 100)"
flat,ss the leaf,sector 85,7641.0,3.0,4,3,8.0,Relatively New,1.84,1915.0,0,0,0,1,0,0,158,"[150, 200)"
flat,dlf regal gardens,sector 90,7223.0,4.0,4,3+,7.0,Moderately Old,1.8,2215.0,0,0,0,0,0,0,38,"[0, 50)"
flat,gls avenue 51,sector 92,6954.0,1.0,1,1,0.0,Relatively New,0.21,343.0,0,0,0,0,0,0,63,"[50, 100)"
house,dlf city plots phase 2,sector 25,11140.622694407555,5.0,6,3+,3.0,Moderately Old,5.033333333333333,4518.0,1,1,1,1,0,0,144,"[100, 150)"
flat,pioneer araya,sector 62,20996.0,4.0,6,3,12.0,Relatively New,9.95,3658.0,0,1,0,1,0,2,138,"[100, 150)"
flat,bptp terra,sector 37d,8215.0,4.0,3,3,18.0,Relatively New,1.8,2114.0,1,1,0,1,0,0,49,"[0, 50)"
flat,adani brahma samsara vilasa,sector 63,29545.0,3.0,3,3,4.0,New Property,3.25,2700.0,0,0,0,0,1,0,41,"[0, 50)"
flat,mapsko mount ville,sector 79,8025.0,3.0,3,3+,1.0,Relatively New,1.3,982.0,0,0,0,0,0,2,140,"[100, 150)"
flat,m3m merlin,sector 67,12946.0,3.0,3,3,0.0,Relatively New,2.65,2047.0,0,0,0,0,1,2,174,"[150, 200)"
